"ID","X","Y","state","OAK","PINE","MAPLE","BIRCH","HEMLOCK","TAMARACK","POPLAR/TULIP.POPLAR","CEDAR/JUNIPER","BEECH","ELM","SPRUCE","BASSWOOD","ASH","FIR","IRONWOOD","HICKORY","OTHER.HARDWOOD","WALNUT","BLACK.GUM/SWEET.GUM"
12757,157000,1150000,"minnesota",0,62,0,0,0,1,4,0,0,0,3,0,1,0,0,0,0,0,0
12758,165000,1150000,"minnesota",3,61,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0
12759,173000,1150000,"minnesota",4,61,0,1,0,5,4,0,0,2,0,0,1,0,0,0,0,0,0
12760,181000,1150000,"minnesota",3,34,0,1,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0
12761,189000,1150000,"minnesota",6,14,5,2,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0
12762,197000,1150000,"minnesota",2,8,7,3,0,2,6,0,0,0,0,2,0,0,0,0,0,0,0
12763,205000,1150000,"minnesota",1,6,2,2,0,2,8,0,0,1,0,0,4,0,0,0,0,0,0
12764,213000,1150000,"minnesota",2,0,0,2,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0
12765,221000,1150000,"minnesota",3,8,3,10,0,0,9,4,0,2,1,1,1,0,0,0,0,0,0
12766,229000,1150000,"minnesota",0,8,3,15,0,3,10,1,0,2,2,2,11,3,0,0,0,0,0
12767,237000,1150000,"minnesota",1,1,2,15,0,24,11,0,0,2,1,2,2,3,0,0,0,0,0
12768,245000,1150000,"minnesota",1,8,2,12,0,6,24,1,0,0,7,3,0,3,0,0,0,0,0
12769,253000,1150000,"minnesota",2,7,10,13,0,18,15,0,0,0,9,3,3,4,0,0,0,0,0
12770,261000,1150000,"minnesota",1,3,2,13,0,11,31,0,0,4,6,2,2,5,0,0,0,0,0
12771,269000,1150000,"minnesota",0,10,3,13,0,12,13,2,0,0,9,0,7,2,0,0,0,0,0
12772,277000,1150000,"minnesota",1,32,5,20,0,18,7,2,0,0,12,2,2,3,0,0,0,0,0
12773,285000,1150000,"minnesota",5,10,0,21,0,14,21,1,0,1,6,1,1,2,0,0,0,0,0
12774,293000,1150000,"minnesota",1,54,7,9,0,2,2,3,0,2,2,0,0,4,0,0,0,0,0
12775,301000,1150000,"minnesota",0,37,8,14,0,1,5,0,0,0,14,2,0,11,0,0,0,0,0
12776,309000,1150000,"minnesota",0,64,4,13,0,1,1,1,0,0,8,1,5,17,0,0,0,0,0
12777,317000,1150000,"wisconsin",0,18,1,33,0,24,6,6,0,1,15,0,4,2,0,0,0,0,0
12778,325000,1150000,"wisconsin",1,15,4,20,0,12,7,3,0,0,32,1,2,1,0,0,0,0,0
12779,333000,1150000,"wisconsin",0,16,9,13,0,10,15,2,0,0,39,0,0,4,0,0,0,0,0
12780,341000,1150000,"wisconsin",0,11,4,12,0,19,10,1,0,0,39,1,3,0,0,0,0,0,0
12781,349000,1150000,"wisconsin",1,19,5,25,0,12,17,4,0,1,13,0,3,4,0,0,0,0,0
12782,357000,1150000,"wisconsin",3,14,19,26,0,11,4,7,0,1,12,4,4,3,0,0,0,0,0
12783,365000,1150000,"wisconsin",4,23,12,15,0,6,29,3,0,0,10,1,0,1,0,0,0,0,0
12784,373000,1150000,"wisconsin",6,44,4,9,0,6,9,1,0,3,19,0,0,3,0,0,0,0,0
12785,381000,1150000,"wisconsin",0,60,0,10,0,2,5,1,0,1,13,0,2,1,0,0,0,0,0
12786,389000,1150000,"wisconsin",0,91,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
12787,397000,1150000,"wisconsin",5,92,7,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
12788,405000,1150000,"wisconsin",5,68,11,8,1,0,12,3,0,0,5,1,0,12,0,0,0,0,0
12789,413000,1150000,"wisconsin",1,40,15,14,17,0,2,8,0,0,3,1,0,9,0,0,0,0,0
12799,493000,1150000,"michigan_north",0,0,52,21,27,0,0,0,0,2,0,12,0,0,2,0,0,0,0
12800,501000,1150000,"michigan_north",2,1,72,17,9,0,0,1,0,4,1,10,3,3,2,0,0,0,0
12801,509000,1150000,"michigan_north",1,1,50,16,16,0,0,4,0,2,7,2,11,20,1,0,0,0,0
12802,517000,1150000,"michigan_north",0,1,41,16,34,0,0,7,0,2,1,9,3,4,0,0,0,0,0
12803,525000,1150000,"michigan_north",0,0,19,13,38,0,0,2,0,2,1,7,7,7,0,0,0,0,0
12804,533000,1150000,"michigan_north",0,0,39,12,55,0,0,2,0,4,0,13,7,3,1,0,0,0,0
12805,541000,1150000,"michigan_north",0,0,28,19,32,0,1,0,0,4,0,5,0,3,1,0,0,0,0
12806,549000,1150000,"michigan_north",0,0,38,5,27,0,0,0,0,1,0,6,0,2,0,0,0,0,0
12807,557000,1150000,"michigan_north",0,1,26,12,16,0,0,4,1,1,3,5,0,13,2,0,0,0,0
12808,565000,1150000,"michigan_north",0,1,19,17,19,0,0,2,0,0,0,0,0,2,2,0,0,0,0
12809,573000,1150000,"michigan_north",0,2,59,13,11,2,0,5,0,1,5,2,1,12,1,0,2,0,0
12810,581000,1150000,"michigan_north",0,0,44,23,23,0,0,14,0,0,0,1,1,8,0,0,0,0,0
12811,589000,1150000,"michigan_north",0,2,10,21,44,2,0,26,0,2,7,1,2,13,0,0,0,0,0
12812,597000,1150000,"michigan_north",0,0,26,25,47,0,0,21,0,0,1,3,0,7,0,0,0,0,0
12813,605000,1150000,"michigan_north",0,5,5,10,18,0,2,2,0,0,0,0,0,1,0,0,0,0,0
12814,613000,1150000,"michigan_north",1,2,22,20,36,0,0,2,0,1,5,0,0,1,0,0,0,0,0
12815,621000,1150000,"michigan_north",0,0,26,19,24,0,0,10,0,0,2,3,0,5,1,0,0,0,0
12816,629000,1150000,"michigan_north",0,1,19,13,30,0,1,3,0,3,2,2,2,6,0,0,0,0,0
12817,637000,1150000,"michigan_north",1,3,21,3,14,1,6,5,0,1,1,0,1,5,1,0,0,0,0
12818,645000,1150000,"michigan_north",1,3,24,13,17,0,1,10,0,0,5,3,1,8,2,0,0,0,0
12819,653000,1150000,"michigan_north",1,10,25,14,29,0,0,3,0,0,0,2,0,2,0,0,0,0,0
12820,661000,1150000,"michigan_north",0,4,10,9,9,0,1,3,0,0,0,1,0,2,0,0,0,0,0
13031,-19000,1142000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13032,-11000,1142000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13033,-3000,1142000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13034,5000,1142000,"minnesota",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13035,13000,1142000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13036,21000,1142000,"minnesota",8,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
13037,29000,1142000,"minnesota",20,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
13038,37000,1142000,"minnesota",38,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0
13039,45000,1142000,"minnesota",34,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13040,53000,1142000,"minnesota",48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13041,61000,1142000,"minnesota",16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
13042,69000,1142000,"minnesota",20,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0
13043,77000,1142000,"minnesota",13,0,0,0,0,26,4,0,0,3,0,0,2,0,0,0,0,0,0
13044,85000,1142000,"minnesota",22,0,10,2,0,17,5,0,0,11,0,4,4,0,0,0,0,0,0
13045,93000,1142000,"minnesota",15,0,19,2,0,6,6,0,0,12,1,13,7,1,0,0,0,0,0
13046,101000,1142000,"minnesota",8,7,22,3,0,10,16,0,0,8,2,4,2,0,0,0,0,0,0
13047,109000,1142000,"minnesota",24,14,17,3,0,4,9,0,0,10,0,4,9,0,0,0,0,0,0
13048,117000,1142000,"minnesota",5,23,0,0,0,13,4,0,0,4,2,2,1,0,0,0,0,0,0
13049,125000,1142000,"minnesota",4,30,0,2,0,7,4,0,0,3,1,1,1,0,0,0,0,0,0
13050,133000,1142000,"minnesota",9,34,1,8,0,10,7,0,0,2,0,1,1,0,0,0,0,0,0
13051,141000,1142000,"minnesota",13,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
13052,149000,1142000,"minnesota",5,43,0,0,0,5,1,0,0,1,0,0,5,0,0,0,0,0,0
13053,157000,1142000,"minnesota",4,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13054,165000,1142000,"minnesota",16,15,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
13055,173000,1142000,"minnesota",19,26,0,2,0,8,10,0,0,1,1,1,2,1,0,0,0,0,0
13056,181000,1142000,"minnesota",16,29,0,2,0,6,12,0,0,2,1,0,1,0,0,0,0,0,0
13057,189000,1142000,"minnesota",8,11,9,9,0,3,12,0,0,2,0,8,0,0,1,0,0,1,0
13058,197000,1142000,"minnesota",5,17,4,0,0,9,9,0,0,2,1,3,3,2,0,0,0,0,0
13059,205000,1142000,"minnesota",1,11,3,4,0,11,8,0,0,4,1,2,3,0,0,0,0,0,0
13060,213000,1142000,"minnesota",1,13,1,9,0,15,6,0,0,0,1,1,1,5,0,0,0,0,0
13061,221000,1142000,"minnesota",2,7,2,13,0,18,13,2,0,1,1,1,1,8,0,0,0,0,0
13062,229000,1142000,"minnesota",0,4,3,18,0,15,8,0,0,1,1,1,4,2,0,0,1,0,0
13063,237000,1142000,"minnesota",0,10,1,15,0,13,8,0,0,3,0,0,1,1,0,0,0,0,0
13064,245000,1142000,"minnesota",1,2,5,19,0,15,22,0,0,3,3,3,1,4,0,0,0,0,0
13065,253000,1142000,"minnesota",0,0,1,19,0,5,41,0,0,0,0,0,5,3,0,0,0,0,0
13066,261000,1142000,"minnesota",0,5,0,13,0,15,27,0,0,0,11,0,1,5,0,0,0,0,0
13067,269000,1142000,"minnesota",2,17,3,10,0,14,14,0,0,3,4,1,2,2,0,0,0,0,0
13068,277000,1142000,"minnesota",5,18,4,7,0,14,7,0,0,0,9,1,3,3,0,0,0,0,0
13069,285000,1142000,"minnesota",1,10,4,5,0,26,18,0,0,0,20,1,0,0,0,0,0,0,0
13070,293000,1142000,"minnesota",0,33,0,10,0,15,9,0,0,1,19,1,2,8,0,0,0,0,0
13071,301000,1142000,"minnesota",3,29,1,7,0,3,2,0,0,1,15,0,0,15,0,0,0,0,0
13072,309000,1142000,"wisconsin",0,36,7,25,0,6,1,3,0,2,11,1,0,14,0,0,0,0,0
13073,317000,1142000,"wisconsin",2,41,12,21,0,4,0,5,0,0,4,3,2,7,1,0,0,0,0
13074,325000,1142000,"wisconsin",0,11,8,35,0,5,7,0,0,0,11,0,4,5,0,0,0,0,0
13075,333000,1142000,"wisconsin",0,28,5,25,0,11,9,3,0,3,14,0,1,4,0,0,0,0,0
13076,341000,1142000,"wisconsin",0,3,7,20,0,36,3,13,0,0,12,0,5,0,0,0,0,0,0
13077,349000,1142000,"wisconsin",5,18,5,16,0,40,8,8,0,1,12,1,5,1,0,0,0,0,0
13078,357000,1142000,"wisconsin",2,29,1,9,0,21,10,7,0,1,8,0,1,1,0,0,0,0,0
13079,365000,1142000,"wisconsin",5,53,0,11,0,2,6,0,0,2,3,0,0,4,0,0,0,0,0
13080,373000,1142000,"wisconsin",12,69,0,11,0,5,3,3,0,0,5,0,3,1,0,0,0,0,0
13081,381000,1142000,"wisconsin",4,59,3,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
13082,389000,1142000,"wisconsin",0,79,1,7,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
13083,397000,1142000,"wisconsin",12,81,8,12,3,1,7,2,0,0,1,0,0,3,0,0,0,0,0
13084,405000,1142000,"wisconsin",4,48,12,14,6,3,11,12,0,1,8,1,5,9,0,0,0,0,0
13085,413000,1142000,"wisconsin",0,30,3,3,1,1,13,8,0,2,2,0,6,3,0,0,0,0,0
13086,421000,1142000,"wisconsin",0,21,2,5,0,16,13,3,0,0,24,0,3,1,0,0,0,0,0
13087,429000,1142000,"wisconsin",0,16,1,8,0,10,11,0,0,1,2,1,0,2,0,0,0,0,0
13093,477000,1142000,"michigan_north",0,0,24,17,28,0,1,4,0,3,1,8,0,1,0,0,0,0,0
13094,485000,1142000,"michigan_north",0,0,36,16,22,0,5,7,0,2,4,5,1,1,0,0,0,0,0
13095,493000,1142000,"michigan_north",1,1,68,13,24,0,0,5,0,2,2,9,6,3,2,0,0,0,0
13096,501000,1142000,"michigan_north",1,3,56,20,15,0,0,13,0,2,5,5,3,3,2,0,0,0,0
13097,509000,1142000,"michigan_north",0,2,33,14,21,0,13,7,0,3,5,1,3,6,3,0,2,0,0
13098,517000,1142000,"michigan_north",0,1,52,16,24,0,0,5,0,3,4,10,3,3,2,0,0,0,0
13099,525000,1142000,"michigan_north",3,0,52,5,14,0,0,12,0,2,4,10,2,5,0,0,1,0,0
13100,533000,1142000,"michigan_north",0,1,50,15,30,0,1,9,0,2,2,6,1,9,2,0,0,0,0
13101,541000,1142000,"michigan_north",0,0,44,15,34,1,0,9,0,0,4,2,0,4,3,0,0,0,0
13102,549000,1142000,"michigan_north",0,4,22,6,19,0,6,18,0,1,6,3,0,4,1,0,0,0,0
13103,557000,1142000,"michigan_north",0,8,14,16,19,0,7,28,0,2,6,1,0,13,0,0,0,0,0
13104,565000,1142000,"michigan_north",0,2,23,15,21,0,0,6,0,0,6,5,5,8,1,0,0,0,0
13105,573000,1142000,"michigan_north",0,0,27,10,23,0,0,5,0,0,3,0,2,10,0,0,0,0,0
13106,581000,1142000,"michigan_north",0,8,15,15,17,0,0,15,0,0,6,4,1,9,0,0,0,0,0
13107,589000,1142000,"michigan_north",0,10,17,28,68,0,3,17,0,2,0,1,0,5,1,0,0,0,0
13108,597000,1142000,"michigan_north",0,11,17,18,35,0,2,7,0,0,2,0,0,2,0,0,0,0,0
13109,605000,1142000,"michigan_north",0,12,25,11,38,0,0,19,0,2,8,3,1,2,0,0,0,0,0
13110,613000,1142000,"michigan_north",0,2,37,10,30,0,1,2,0,1,5,3,5,1,0,0,0,0,0
13111,621000,1142000,"michigan_north",0,0,64,21,13,0,5,3,0,2,6,0,1,11,0,0,1,0,0
13112,629000,1142000,"michigan_north",1,4,54,22,5,2,3,5,0,2,12,2,4,14,1,0,0,0,0
13113,637000,1142000,"michigan_north",0,1,52,15,1,2,5,0,0,0,7,2,1,6,0,0,2,0,0
13114,645000,1142000,"michigan_north",0,20,17,7,5,1,5,0,0,0,9,0,1,5,1,0,0,0,0
13115,653000,1142000,"michigan_north",2,14,31,16,18,0,0,6,0,0,13,1,0,6,1,0,0,0,0
13116,661000,1142000,"michigan_north",1,4,40,13,31,2,0,4,0,1,3,1,3,0,1,0,0,0,0
13327,-19000,1134000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13328,-11000,1134000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13329,-3000,1134000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13330,5000,1134000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13331,13000,1134000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13332,21000,1134000,"minnesota",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13333,29000,1134000,"minnesota",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13334,37000,1134000,"minnesota",39,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0
13335,45000,1134000,"minnesota",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336,53000,1134000,"minnesota",77,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0
13337,61000,1134000,"minnesota",47,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
13338,69000,1134000,"minnesota",30,0,0,0,0,2,14,0,0,1,0,1,0,0,1,0,0,0,0
13339,77000,1134000,"minnesota",15,0,4,0,0,11,5,0,0,2,0,0,0,0,0,0,0,0,0
13340,85000,1134000,"minnesota",8,0,2,8,0,5,24,0,0,2,0,4,4,0,0,0,0,0,0
13341,93000,1134000,"minnesota",12,0,9,2,0,3,23,0,0,7,0,5,14,0,1,0,0,0,0
13342,101000,1134000,"minnesota",12,0,24,0,0,9,8,0,0,12,5,3,5,0,0,0,0,0,0
13343,109000,1134000,"minnesota",20,6,21,1,0,8,12,0,0,4,0,7,5,0,0,0,0,0,0
13344,117000,1134000,"minnesota",18,9,0,0,0,3,8,0,0,3,0,0,5,0,0,0,0,0,0
13345,125000,1134000,"minnesota",14,32,7,9,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0
13346,133000,1134000,"minnesota",1,16,3,5,0,0,20,0,0,2,0,0,1,0,0,0,0,0,0
13347,141000,1134000,"minnesota",22,25,8,9,0,1,8,0,0,1,0,0,2,0,0,0,0,0,0
13348,149000,1134000,"minnesota",36,19,0,1,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0
13349,157000,1134000,"minnesota",19,53,0,1,0,15,5,0,0,1,3,0,4,0,0,0,0,0,0
13350,165000,1134000,"minnesota",21,15,0,3,0,8,5,0,0,0,1,0,1,0,0,0,0,0,0
13351,173000,1134000,"minnesota",32,18,3,6,0,3,43,0,0,2,2,2,0,0,0,0,0,0,0
13352,181000,1134000,"minnesota",15,45,0,5,0,9,15,0,0,0,3,0,2,0,0,0,0,1,0
13353,189000,1134000,"minnesota",11,4,1,3,0,2,8,0,0,0,0,0,5,0,0,0,0,0,0
13354,197000,1134000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13356,213000,1134000,"minnesota",3,0,1,9,0,10,15,0,0,1,0,2,5,2,0,0,0,0,0
13357,221000,1134000,"minnesota",1,0,2,20,0,20,13,0,0,0,0,0,2,4,0,0,0,0,0
13358,229000,1134000,"minnesota",0,1,1,12,0,16,5,0,0,0,0,1,1,4,0,0,0,0,0
13359,237000,1134000,"minnesota",3,9,3,11,0,20,7,0,0,4,1,2,0,2,0,0,0,0,0
13360,245000,1134000,"minnesota",2,4,3,21,0,14,7,0,0,6,0,3,8,2,0,0,0,0,0
13361,253000,1134000,"minnesota",1,1,1,26,0,2,38,0,0,3,0,1,3,1,1,0,0,0,0
13362,261000,1134000,"minnesota",1,15,3,11,0,8,30,0,0,2,0,1,3,0,0,0,0,0,0
13363,269000,1134000,"minnesota",1,57,2,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0
13364,277000,1134000,"minnesota",2,21,0,14,0,11,33,0,0,0,7,0,8,0,1,0,1,0,0
13365,285000,1134000,"minnesota",2,23,1,18,0,27,3,0,0,0,14,1,3,2,0,0,0,0,0
13366,293000,1134000,"minnesota",0,27,3,8,0,5,11,0,0,0,10,0,0,0,0,0,0,0,0
13367,301000,1134000,"minnesota",1,10,5,10,0,17,3,0,0,0,16,0,4,2,0,0,0,0,0
13368,309000,1134000,"wisconsin",1,15,16,23,1,5,11,3,0,0,9,1,4,10,0,0,0,0,0
13369,317000,1134000,"wisconsin",0,15,16,17,0,9,1,10,0,5,17,0,0,11,1,0,0,0,0
13370,325000,1134000,"wisconsin",0,10,1,6,0,12,3,17,0,0,23,0,2,8,0,0,0,0,0
13371,333000,1134000,"wisconsin",0,5,4,16,0,9,1,11,0,0,4,1,0,3,0,0,0,0,0
13372,341000,1134000,"wisconsin",0,22,5,17,0,14,9,14,0,0,4,0,1,10,0,0,0,0,0
13373,349000,1134000,"wisconsin",7,25,3,14,0,16,7,0,0,0,3,1,0,2,0,0,0,0,0
13374,357000,1134000,"wisconsin",8,54,2,5,0,1,4,4,0,0,1,0,1,2,0,0,0,0,0
13375,365000,1134000,"wisconsin",0,65,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13376,373000,1134000,"wisconsin",0,70,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
13377,381000,1134000,"wisconsin",8,39,1,15,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0
13378,389000,1134000,"wisconsin",2,40,9,3,2,5,13,1,0,0,3,0,0,4,0,0,0,0,0
13379,397000,1134000,"wisconsin",0,32,9,12,9,6,18,7,0,1,13,1,0,14,0,0,0,0,0
13380,405000,1134000,"wisconsin",2,40,1,12,2,2,32,8,0,0,6,2,1,4,0,0,0,0,0
13381,413000,1134000,"wisconsin",1,27,2,8,3,8,26,4,0,0,20,1,0,6,0,0,0,0,0
13382,421000,1134000,"wisconsin",0,14,5,13,0,18,13,1,0,2,21,5,1,9,0,0,0,0,0
13383,429000,1134000,"wisconsin",1,32,3,17,1,17,7,6,0,3,12,0,0,4,0,0,1,0,0
13384,437000,1134000,"wisconsin",0,31,4,12,2,0,27,9,0,0,12,3,1,7,0,0,0,0,0
13385,445000,1134000,"wisconsin",0,6,22,12,53,0,10,8,0,0,0,3,1,1,0,0,0,0,0
13386,453000,1134000,"wisconsin",0,4,16,16,20,2,9,7,0,1,2,2,3,2,0,0,0,0,0
13387,461000,1134000,"michigan_north",0,2,27,23,34,1,5,11,0,1,3,3,0,3,0,0,0,0,0
13388,469000,1134000,"michigan_north",0,0,41,13,23,2,0,12,0,5,4,2,5,7,0,0,0,0,0
13389,477000,1134000,"michigan_north",0,1,34,18,25,2,0,10,0,4,0,4,3,9,1,0,1,0,0
13390,485000,1134000,"michigan_north",0,1,57,29,13,0,2,15,0,5,2,4,3,3,1,0,0,0,0
13391,493000,1134000,"michigan_north",0,0,39,17,29,1,0,13,0,14,4,4,6,5,0,0,2,0,0
13392,501000,1134000,"michigan_north",0,1,47,35,21,1,0,7,0,1,9,4,4,11,3,0,0,0,0
13393,509000,1134000,"michigan_north",0,1,51,25,17,0,0,12,0,2,3,3,5,6,2,0,1,0,0
13394,517000,1134000,"michigan_north",1,1,33,10,22,6,0,12,0,2,3,10,4,1,1,0,0,0,0
13395,525000,1134000,"michigan_north",0,11,28,9,18,1,1,21,0,1,9,4,1,17,1,0,0,0,0
13396,533000,1134000,"michigan_north",0,6,25,13,17,0,3,28,0,0,6,3,8,17,0,0,0,0,0
13397,541000,1134000,"michigan_north",0,7,16,6,12,0,7,23,0,0,12,4,1,4,0,0,0,0,0
13398,549000,1134000,"michigan_north",0,14,2,4,10,2,16,4,0,1,10,2,0,3,0,0,0,0,0
13399,557000,1134000,"michigan_north",0,15,18,16,22,1,3,10,0,0,6,1,0,3,0,0,0,0,0
13400,565000,1134000,"michigan_north",2,8,43,20,28,2,0,8,0,0,1,6,1,1,0,0,0,0,0
13401,573000,1134000,"michigan_north",0,2,38,21,20,0,1,6,0,0,0,3,2,1,0,0,0,0,0
13402,581000,1134000,"michigan_north",0,6,19,14,38,0,1,11,0,1,1,3,3,3,0,0,0,0,0
13403,589000,1134000,"michigan_north",0,59,7,13,20,0,3,1,0,0,1,0,2,6,0,0,0,0,0
13404,597000,1134000,"michigan_north",0,37,12,11,5,0,7,3,0,3,2,3,0,3,0,0,1,0,0
13405,605000,1134000,"michigan_north",0,1,89,45,17,0,0,5,0,1,2,3,0,7,1,0,0,0,0
13406,613000,1134000,"michigan_north",0,5,45,19,2,3,2,6,0,0,11,0,0,9,2,0,0,0,0
13407,621000,1134000,"michigan_north",0,4,32,22,2,7,0,5,0,0,26,0,0,14,0,0,2,0,0
13408,629000,1134000,"michigan_north",0,3,32,17,0,6,0,9,0,0,33,0,0,9,0,0,1,0,0
13409,637000,1134000,"michigan_north",1,5,32,12,0,1,1,5,0,0,8,0,2,13,0,0,0,0,0
13410,645000,1134000,"michigan_north",1,6,23,10,0,4,7,8,0,1,24,0,0,4,0,0,0,0,0
13411,653000,1134000,"michigan_north",2,8,58,16,7,0,0,5,0,0,15,2,2,2,1,0,0,0,0
13412,661000,1134000,"michigan_north",4,10,42,21,16,0,0,11,5,1,8,0,1,2,0,0,0,0,0
13413,669000,1134000,"michigan_north",0,4,22,15,22,0,1,3,0,1,1,0,0,2,0,0,0,0,0
13436,853000,1134000,"michigan_north",0,20,5,10,4,0,0,8,0,0,5,0,2,3,0,0,0,0,0
13437,861000,1134000,"michigan_north",0,31,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
13438,869000,1134000,"michigan_north",0,14,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
13623,-19000,1126000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13624,-11000,1126000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13625,-3000,1126000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13626,5000,1126000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13627,13000,1126000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13628,21000,1126000,"minnesota",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13629,29000,1126000,"minnesota",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13630,37000,1126000,"minnesota",25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13631,45000,1126000,"minnesota",53,0,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0
13632,53000,1126000,"minnesota",25,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0
13633,61000,1126000,"minnesota",16,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
13634,69000,1126000,"minnesota",14,0,0,0,0,3,18,0,0,2,0,0,0,0,0,0,0,0,0
13635,77000,1126000,"minnesota",20,1,1,0,0,18,24,0,0,4,3,4,3,0,1,0,0,0,0
13636,85000,1126000,"minnesota",12,0,1,8,0,3,28,0,0,1,2,1,3,1,1,0,0,1,0
13637,93000,1126000,"minnesota",14,0,31,2,0,5,18,0,0,12,0,11,5,0,1,0,0,0,0
13638,101000,1126000,"minnesota",17,0,19,0,0,3,14,0,0,16,1,7,12,0,1,1,1,0,0
13639,109000,1126000,"minnesota",21,2,14,0,0,2,12,0,0,10,0,1,3,0,0,0,0,0,0
13640,117000,1126000,"minnesota",8,40,4,3,0,2,8,0,0,4,0,1,0,0,0,0,0,0,0
13641,125000,1126000,"minnesota",3,25,4,15,0,15,8,0,0,3,2,0,0,0,1,0,0,0,0
13642,133000,1126000,"minnesota",8,16,9,9,0,18,4,0,0,3,3,1,5,0,0,0,0,0,0
13643,141000,1126000,"minnesota",14,12,4,4,0,6,10,0,0,3,0,1,2,0,0,0,0,0,0
13644,149000,1126000,"minnesota",19,49,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
13645,157000,1126000,"minnesota",10,77,1,1,0,6,9,0,0,2,0,0,1,0,1,0,0,0,0
13646,165000,1126000,"minnesota",18,24,3,10,0,3,22,0,0,3,0,0,2,0,0,0,0,0,0
13647,173000,1126000,"minnesota",30,17,9,17,0,17,19,0,0,2,2,2,1,0,0,0,0,0,0
13648,181000,1126000,"minnesota",3,47,0,4,0,21,5,0,0,0,3,0,2,0,0,0,0,0,0
13649,189000,1126000,"minnesota",11,15,7,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
13652,213000,1126000,"minnesota",11,2,2,10,0,2,4,0,0,2,3,2,2,0,0,0,0,0,0
